,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day830-17_x,xxx
1992-03-31,1005.8,1009.4,0.0,0.0,0.0,12.1,17.2,8.2,82,58,2.4,6.2,67.5,11.2,67.5,,,,,
1992-04-01,1012.7,1016.5,0.0,0.0,0.0,8.4,13.0,6.1,57,30,2.8,6.4,90.0,12.2,90.0,5.7,,,,
1992-04-02,1015.8,1019.6,0.5,0.5,0.5,3.5,7.3,0.0,79,51,2.0,3.5,45.0,6.8,67.5,2.7,,,,
1992-04-03,1020.9,1024.7,0.0,0.0,0.0,3.9,10.7,-4.5,58,27,1.7,3.7,90.0,7.3,112.5,9.8,,,,
1992-04-04,1011.1,1014.9,23.5,3.0,1.0,4.6,5.9,2.6,91,66,3.8,9.0,22.5,16.9,22.5,,,,,
1992-04-05,999.3,1003.0,0.0,0.0,0.0,6.1,11.5,2.6,81,56,2.6,6.0,315.0,11.2,315.0,2.1,,,,
1992-04-06,1015.8,1019.6,,,,5.2,11.4,-1.7,51,24,1.7,3.8,112.5,7.1,270.0,10.4,,,,
1992-04-07,1020.9,1024.7,,,,6.4,13.0,0.1,62,33,1.8,3.6,90.0,5.9,90.0,7.0,,,,
1992-04-08,1017.9,1021.7,2.0,2.5,1.0,8.0,15.5,-0.9,72,30,2.0,5.0,180.0,9.2,180.0,7.3,,,,
1992-04-09,1010.1,1013.8,30.5,6.5,2.0,9.2,13.2,7.0,85,59,2.3,4.9,45.0,10.5,45.0,2.4,,,,
1992-04-10,1016.1,1019.8,0.0,0.0,0.0,10.3,16.2,7.1,68,32,2.1,4.5,135.0,9.9,22.5,6.5,,,,
1992-04-11,1020.6,1024.4,0.0,0.0,0.0,8.5,11.3,6.4,59,50,2.9,4.6,90.0,9.4,45.0,0.5,,,,
1992-04-12,1017.7,1021.5,,,,10.1,17.7,1.7,72,26,2.1,4.4,202.5,8.3,157.5,9.5,,,,
1992-04-13,1017.3,1021.1,,,,11.0,18.3,4.2,70,38,2.5,6.7,90.0,10.1,90.0,9.1,,,,
1992-04-14,1007.8,1011.5,1.0,0.5,0.5,14.1,20.0,7.0,82,61,2.3,5.5,180.0,9.4,202.5,0.9,,,,
1992-04-15,1008.1,1011.8,15.5,5.5,1.0,9.7,15.4,4.7,88,74,2.7,5.5,45.0,10.4,67.5,0.4,0.0,,,
1992-04-16,1021.7,1025.6,0.5,0.5,0.5,3.0,5.0,0.8,78,60,2.7,5.1,22.5,10.0,45.0,,0.0,,,
1992-04-17,1014.8,1018.7,19.5,5.0,1.0,3.4,6.0,2.1,93,85,3.1,8.4,315.0,15.7,315.0,,0.0,,,
1992-04-18,1018.5,1022.3,,,,6.2,9.9,-0.8,78,57,1.7,3.6,90.0,6.2,67.5,3.6,,,,
1992-04-19,1020.2,1024.0,0.0,0.0,0.0,10.4,16.0,5.9,72,48,2.4,4.9,90.0,10.0,67.5,4.7,,,,
1992-04-20,1010.8,1014.7,17.5,3.0,1.0,2.4,8.9,-1.7,92,76,-999.0,6.3,45.0,17.7,45.0,,0.0,0.0,,
1992-04-21,1022.3,1026.2,,,,3.9,11.6,-3.7,60,24,-999.0,7.8,292.5,15.1,292.5,11.0,,,,
1992-04-22,1024.0,1027.8,14.0,3.5,1.0,3.5,6.4,1.1,74,48,2.1,4.1,337.5,7.9,0.0,,,,,
1992-04-23,1012.1,1015.9,6.0,2.0,1.0,8.2,14.9,2.1,79,58,2.3,4.1,337.5,7.9,45.0,3.9,,,,
1992-04-24,1011.6,1015.4,2.0,1.0,0.5,9.4,13.1,4.7,83,66,1.8,3.2,292.5,5.0,292.5,,,,,
1992-04-25,1013.9,1017.7,3.5,1.5,0.5,9.7,11.0,8.1,90,76,1.5,3.1,90.0,5.9,67.5,,,,,
1992-04-26,1018.8,1022.6,,,,8.6,10.4,5.1,64,50,2.6,5.0,67.5,8.8,67.5,,,,,
1992-04-27,1021.1,1024.8,0.0,0.0,0.0,9.0,13.7,0.6,64,42,2.3,4.3,90.0,7.1,90.0,4.7,,,,
1992-04-28,1015.2,1018.9,15.5,3.5,1.0,10.8,12.8,8.8,86,64,1.9,3.4,0.0,6.3,0.0,,,,,
1992-04-29,1002.9,1006.6,18.0,5.0,2.0,13.2,21.7,8.6,85,47,3.2,7.7,337.5,16.8,337.5,5.4,,,,
1992-04-30,1014.8,1018.6,,,,11.2,17.9,3.3,66,32,2.2,4.5,90.0,9.5,112.5,10.9,,,,
